"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp"
"Otu0325",13.3185875444775,0.927923204832875,0.370472357728108,2.50470294335396,0.012255427471208,0.0358113140392441,"Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa","Mollicutes_RF39_ge","3.6e-02","BB","Otu0325","D21_BBvsControl"
"Otu0327",11.3503570957308,2.30728255239287,0.522552548215212,4.41540771406327,1.00819785242016e-05,6.48127190841532e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Clostridiales_vadinBB60_group_ge","0.0e+00","BB","Otu0327","D21_BBvsControl"
"Otu03481",2.40313184532302,2.86354665972859,0.833482126914407,3.43564254980439,0.000591150373732222,0.00255786219403365,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-009","3.0e-03","BB","Otu0348","D21_BBvsControl"
"Otu0362",8.81986555207303,1.70480400864949,0.688456985405687,2.47626800916966,0.0132763875267566,0.0368788542409907,"Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge","3.7e-02","BB","Otu0362","D21_BBvsControl"
"Otu0363",2.2441337849029,4.41046645477812,0.930605924083149,4.73934921392575,2.14405716124017e-06,1.55617052025496e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerosphaera","0.0e+00","BB","Otu0363","D21_BBvsControl"
"Otu0374",2.70266069387559,-2.48584262635342,0.995131166892533,-2.49800499577949,0.0124894433706515,0.0360272404922641,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_unclassified","3.6e-02","Control","Otu0374","D21_BBvsControl"
"Otu03872",3.31439149735193,3.17725736356471,0.881508162427323,3.60434253361399,0.000312944112200562,0.00140824850490253,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","1.0e-03","BB","Otu0387","D21_BBvsControl"
"Otu04081",3.94625498321625,5.2300132768887,0.924141924168838,5.65931827147926,1.51975481774652e-08,1.48671666953463e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudochrobactrum","0.0e+00","BB","Otu0408","D21_BBvsControl"
"Otu0415",1.2632847002361,3.58599075376598,1.17133035053096,3.06146831433204,0.00220254302413583,0.00825953634050938,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Beutenbergiaceae","Beutenbergiaceae_unclassified","8.0e-03","BB","Otu0415","D21_BBvsControl"
"Otu0427",1.3095179972253,2.15820825930145,0.878953546454232,2.45542926359172,0.0140716443575808,0.0381460238609118,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-004","3.8e-02","BB","Otu0427","D21_BBvsControl"
"Otu04292",3.07579865694496,-2.47714046569763,0.617777312194042,-4.00976276856144,6.07797815307576e-05,0.000310805701009556,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","0.0e+00","Control","Otu0429","D21_BBvsControl"
"Otu04671",3.2116269589021,4.93302750040844,0.942077762290692,5.23632729469554,1.63803372909226e-07,1.31627710373485e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus","0.0e+00","BB","Otu0467","D21_BBvsControl"
"Otu04941",1.7088671879124,3.68785832138264,0.918451474692717,4.01530012526407,5.93701953540171e-05,0.000310657998945439,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","0.0e+00","BB","Otu0494","D21_BBvsControl"
"Otu0496",3.50449265200464,5.04091310878154,0.869643601327304,5.79652756725603,6.77020603824628e-09,6.92407435729733e-08,"Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma","0.0e+00","BB","Otu0496","D21_BBvsControl"
"Otu05591",1.20752644101697,2.85016855219675,1.08541283996801,2.6258843153917,0.00864241844950992,0.0270075576547185,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Ignavigranum","2.7e-02","BB","Otu0559","D21_BBvsControl"
"Otu0623",1.12472945445862,3.39740833276376,1.13971094045804,2.98093859781532,0.00287366405057689,0.0101027251778094,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","1.0e-02","BB","Otu0623","D21_BBvsControl"
"Otu06861",1.21757689178758,3.54654733815172,0.849378909424268,4.17545961973045,2.97385004622819e-05,0.00016008945697159,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","0.0e+00","BB","Otu0686","D21_BBvsControl"
"Otu0777",1.03616096576523,2.98303779044998,0.994182864251665,3.00049206007524,0.00269543780968538,0.00962656360601923,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella","1.0e-02","BB","Otu0777","D21_BBvsControl"
"Otu0002",265.706803951049,3.40534165648197,0.665889859036711,5.11397134266048,3.15455235622026e-07,2.50832381380523e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","0.0e+00","BB","Otu0002","D36_BBvsControl"
"Otu00092",789.761671277782,1.77256465285602,0.289881606431995,6.11478829123935,9.66852333921667e-10,1.09834425133501e-08,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","0.0e+00","BB","Otu0009","D36_BBvsControl"
"Otu00181",856.325884358648,-0.749810612889652,0.175271699580613,-4.27799019855335,1.88588322889889e-05,0.000105017811177899,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","0.0e+00","Control","Otu0018","D36_BBvsControl"
"Otu00204",565.892146585885,2.44265465842179,0.263448667549311,9.27184290262007,1.82956989071092e-20,7.42282641374144e-19,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","0.0e+00","BB","Otu0020","D36_BBvsControl"
"Otu00225",97.4055022107554,0.457145307330653,0.184173830984023,2.48214040446556,0.0130595806085926,0.0421468283277306,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","4.2e-02","BB","Otu0022","D36_BBvsControl"
"Otu00251",144.257510931335,0.977216106770911,0.272505233567237,3.58604528059383,0.000335730688364257,0.00148980492961639,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","1.0e-03","BB","Otu0025","D36_BBvsControl"
"Otu00272",171.162818893077,3.0968637481211,0.68878487028576,4.49612626775075,6.92026502119032e-06,4.36745614670678e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","0.0e+00","BB","Otu0027","D36_BBvsControl"
"Otu00304",69.2968324647575,1.4040395366081,0.316139635123309,4.44120059814855,8.94583516418351e-06,5.29295247214191e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","BB","Otu0030","D36_BBvsControl"
"Otu00326",10.2306729404557,6.76412494741874,1.09081324281617,6.20099269234733,5.61081193935493e-10,7.35491114466423e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0032","D36_BBvsControl"
"Otu00373",35.6006642805032,1.47092863029381,0.602247889533322,2.44239731820999,0.0145900794385576,0.0465571074219141,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","4.7e-02","BB","Otu0037","D36_BBvsControl"
"Otu00402",45.0604288918745,-1.08852088286632,0.247958156676814,-4.38993779214565,1.13383091903991e-05,6.57159144912925e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","0.0e+00","Control","Otu0040","D36_BBvsControl"
"Otu00423",27.2019033035382,1.44365434986758,0.249919943884632,5.77646716555764,7.6285380655916e-09,7.22168270209338e-08,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","0.0e+00","BB","Otu0042","D36_BBvsControl"
"Otu00454",99.3204553597182,3.80522749216214,0.341467096012978,11.1437603698645,7.68063657398449e-29,7.27100262337198e-27,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","0.0e+00","BB","Otu0045","D36_BBvsControl"
"Otu00603",117.783567170531,-1.70017660946259,0.225039651855796,-7.5550090637007,4.18830687030574e-14,1.18947915116683e-12,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","0.0e+00","Control","Otu0060","D36_BBvsControl"
"Otu00632",107.033333014997,1.37416601135225,0.303381397931086,4.52949989921399,5.91234625177433e-06,3.81615076250889e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio","0.0e+00","BB","Otu0063","D36_BBvsControl"
"Otu00653",28.9747698009694,0.877172002665646,0.215775924454128,4.06519867721445,4.79915620245248e-05,0.000252400066943797,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","0.0e+00","BB","Otu0065","D36_BBvsControl"
"Otu00703",19.1876721399145,2.95971040180136,0.441340134751886,6.70618910166703,1.99772808472801e-11,3.15197097812641e-10,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","0.0e+00","BB","Otu0070","D36_BBvsControl"
"Otu00711",22.7475741635249,3.69337447539376,0.366983000927621,10.064156830311,7.95661707680064e-24,4.51935849962277e-22,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","0.0e+00","BB","Otu0071","D36_BBvsControl"
"Otu00842",37.3385873452297,2.27984635036301,0.326838428898874,6.97545376791787,3.04885131968849e-12,5.41171109244707e-11,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","0.0e+00","BB","Otu0084","D36_BBvsControl"
"Otu00893",62.6762445268011,3.67695234604058,0.822003210722624,4.47316056443157,7.70718598993434e-06,4.65710813008798e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","0.0e+00","BB","Otu0089","D36_BBvsControl"
"Otu00945",20.6538020910462,1.13379458616826,0.380592246207352,2.9790270229272,0.00289165275092177,0.0102653672657723,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","1.0e-02","BB","Otu0094","D36_BBvsControl"
"Otu00962",62.016771479409,-0.93095952742122,0.226845007871401,-4.10394540376654,4.06163352895529e-05,0.000221827677350635,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_ge","0.0e+00","Control","Otu0096","D36_BBvsControl"
"Otu01021",26.2681350786105,-1.04945087640526,0.321227261038804,-3.26700440370932,0.001086919896064,0.00440978929260253,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","4.0e-03","Control","Otu0102","D36_BBvsControl"
"Otu01113",4.02696657651158,3.15297006346037,0.867565099675402,3.63427489722679,0.000278763518424596,0.00125664824178707,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","1.0e-03","BB","Otu0111","D36_BBvsControl"
"Otu01213",15.6281321665842,2.82294276765812,0.411052985888886,6.86758852159563,6.52962355246194e-12,1.09083122876423e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","0.0e+00","BB","Otu0121","D36_BBvsControl"
"Otu01501",3.60090114328316,4.41251528143917,0.767691070546487,5.74777465927549,9.04256385282183e-09,8.28415527161742e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","0.0e+00","BB","Otu0150","D36_BBvsControl"
"Otu01552",18.2931701114255,2.95705909638941,0.453620594322402,6.51879375275395,7.08750264493157e-11,1.00642537558028e-09,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","0.0e+00","BB","Otu0155","D36_BBvsControl"
"Otu01564",23.9737803182333,-3.54822988429272,0.328512464048608,-10.8008988169402,3.40850434152581e-27,2.42003808248332e-25,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","0.0e+00","Control","Otu0156","D36_BBvsControl"
"Otu0163",14.5426598627246,1.03089204846463,0.334309302445868,3.08364751121921,0.00204479710564107,0.00754184906496189,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008","8.0e-03","BB","Otu0163","D36_BBvsControl"
"Otu01911",96.8175000242325,3.00884897277668,0.823543481294796,3.65353990544141,0.000258649568198029,0.00118478189303614,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","1.0e-03","BB","Otu0191","D36_BBvsControl"
"Otu02004",7.16171069459495,-1.12629504232571,0.356059195999207,-3.16322413514696,0.00156032151811751,0.00598826096142397,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","6.0e-03","Control","Otu0200","D36_BBvsControl"
"Otu02161",26.3818557752854,4.63250604976319,0.906117184912321,5.11248007089883,3.17956539778127e-07,2.50832381380523e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","0.0e+00","BB","Otu0216","D36_BBvsControl"
"Otu02211",9.77505323890276,-2.54907600050727,0.625078597228179,-4.07800876851451,4.54230538807762e-05,0.000243399005700763,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group","Bacteroidales_RF16_group_ge","0.0e+00","Control","Otu0221","D36_BBvsControl"
"Otu02242",22.6920547753078,6.60731549818031,0.738614123542476,8.9455580222199,3.70075188515383e-19,1.31376691922961e-17,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_unclassified","0.0e+00","BB","Otu0224","D36_BBvsControl"
"Otu0231",7.19469038910126,1.47579392043185,0.455547535393047,3.23960466421694,0.00119695528200529,0.00465664794643154,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","p-1088-a5_gut_group","5.0e-03","BB","Otu0231","D36_BBvsControl"
"Otu0241",19.7120946957779,-0.864971696794149,0.34200071159312,-2.52915174581043,0.011433858085164,0.037324318346972,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","3.7e-02","Control","Otu0241","D36_BBvsControl"
"Otu0253",6.28493546495205,5.23630250115901,0.696238585688361,7.52084502179947,5.44233310015363e-14,1.28801883370303e-12,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Gallicola","0.0e+00","BB","Otu0253","D36_BBvsControl"
"Otu02801",11.3327826885657,5.39536362981381,0.649165758513305,8.31122646112768,9.47179692478597e-17,2.98887814071024e-15,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","0.0e+00","BB","Otu0280","D36_BBvsControl"
"Otu02961",6.29507056729348,3.29189222084827,0.666588604452772,4.93841658687026,7.87594534261377e-07,6.04532020892516e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","uncultured","0.0e+00","BB","Otu0296","D36_BBvsControl"
"Otu02981",1.11346612093228,-2.9655012910368,0.990478414462782,-2.99400900386631,0.00275337819068347,0.00989822033106461,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","1.0e-02","Control","Otu0298","D36_BBvsControl"
"Otu03271",7.14958662326343,-1.51922401664029,0.439304267261578,-3.4582500782668,0.000543696452468031,0.00233954231062001,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Clostridiales_vadinBB60_group_ge","2.0e-03","Control","Otu0327","D36_BBvsControl"
"Otu03301",8.42082962905926,2.7488374096505,0.845265225017976,3.25204128632174,0.00114579377165139,0.00458317508660556,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","5.0e-03","BB","Otu0330","D36_BBvsControl"
"Otu03631",5.78518255108643,-3.31167861338018,0.643813776986778,-5.14384552141728,2.69170895644938e-07,2.24836865774007e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerosphaera","0.0e+00","Control","Otu0363","D36_BBvsControl"
"Otu0365",6.20534350182536,3.98109943153416,0.698181158939834,5.70210092403429,1.18339724173981e-08,1.05026505204408e-07,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Allisonella","0.0e+00","BB","Otu0365","D36_BBvsControl"
"Otu0372",5.26662948803147,1.86249321978609,0.592420349202643,3.14387110823064,0.00166728858997831,0.00631346612738455,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","6.0e-03","BB","Otu0372","D36_BBvsControl"
"Otu03741",8.92761922770552,-1.7010492230996,0.431465646035588,-3.94249052903576,8.06398356000248e-05,0.000401784444042229,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_unclassified","0.0e+00","Control","Otu0374","D36_BBvsControl"
"Otu0378",9.13229443247513,0.90662221948792,0.322731178835559,2.80921794652468,0.00496620139536543,0.016992785497395,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum","1.7e-02","BB","Otu0378","D36_BBvsControl"
"Otu03873",3.76025016341405,3.97671205965476,0.817685966007901,4.86337325693607,1.15401931194521e-06,8.19353711481098e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","0.0e+00","BB","Otu0387","D36_BBvsControl"
"Otu0396",5.24585807682446,-2.72891871012974,0.601648406945716,-4.53573661730972,5.74027806359125e-06,3.79125341874399e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","0.0e+00","Control","Otu0396","D36_BBvsControl"
"Otu04082",1.85003158683832,4.31398627767638,1.27108990385893,3.39392694771587,0.00068898068847603,0.00292045545562974,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudochrobactrum","3.0e-03","BB","Otu0408","D36_BBvsControl"
"Otu04151",10.3931713763157,6.48642193571812,1.09441677577954,5.92682977752962,3.08838821029976e-09,3.24852685824123e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Beutenbergiaceae","Beutenbergiaceae_unclassified","0.0e+00","BB","Otu0415","D36_BBvsControl"
"Otu0460",8.01054661345437,1.67424799577567,0.594091427731025,2.81816555099947,0.00482988996309087,0.0167279115794854,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcales_unclassified","Micrococcales_unclassified","1.7e-02","BB","Otu0460","D36_BBvsControl"
"Otu04672",2.11842295385061,4.52299752347464,0.993682835387132,4.55175168816568,5.32011037652591e-06,3.59740796888895e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus","0.0e+00","BB","Otu0467","D36_BBvsControl"
"Otu0469",5.82845792325267,5.48650658631447,1.49785941196037,3.66289822830156,0.000249377635632791,0.00118038747532855,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","1.0e-03","BB","Otu0469","D36_BBvsControl"
"Otu0477",3.1579846215059,-2.91340801519204,0.762836428273977,-3.81917788297555,0.000133897182956802,0.000654337914928481,"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","1.0e-03","Control","Otu0477","D36_BBvsControl"
"Otu0482",6.41734342742214,5.82816226654036,0.993465807297135,5.86649507585642,4.45103479492463e-09,4.5146210062807e-08,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified","0.0e+00","BB","Otu0482","D36_BBvsControl"
"Otu0514",5.1431170030523,-5.2710026412535,1.09797580188941,-4.80065465211811,1.5814778990306e-06,1.09546273981632e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium_12","0.0e+00","Control","Otu0514","D36_BBvsControl"
"Otu0542",1.44581256701392,3.95048003518099,1.17776657197259,3.35421307514654,0.000795910487861173,0.00327592142829816,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","3.0e-03","BB","Otu0542","D36_BBvsControl"
"Otu05592",4.58864116726028,3.23938085142274,0.622128555933088,5.2069316229412,1.91988797813594e-07,1.6522672296685e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Ignavigranum","0.0e+00","BB","Otu0559","D36_BBvsControl"
"Otu0591",5.73334302275395,-6.06799216012754,0.805825017764649,-7.53016104781667,5.06777785794849e-14,1.28801883370303e-12,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","0.0e+00","Control","Otu0591","D36_BBvsControl"
"Otu0617",3.26356093194382,4.48566572519746,0.9994402671886,4.48817790563464,7.18349297228705e-06,4.43502609593374e-05,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pseudoclavibacter","0.0e+00","BB","Otu0617","D36_BBvsControl"
"Otu0620",2.59616116759783,-4.83290550619929,0.981298877684903,-4.92500869623041,8.43566026109893e-07,6.30454608987394e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-873","0.0e+00","Control","Otu0620","D36_BBvsControl"
"Otu06521",1.90124701576118,3.36472414390346,0.8505745643937,3.9558250208221,7.62709737053602e-05,0.000386802795220041,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","0.0e+00","BB","Otu0652","D36_BBvsControl"
"Otu0693",0.918785497812875,2.95584291414407,1.04285298755028,2.83438121138005,0.00459145243565151,0.0160984258237658,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Helcococcus","1.6e-02","BB","Otu0693","D36_BBvsControl"
"Otu0750",0.712570751523871,-3.08686146168402,1.13468699359736,-2.72045196525748,0.00651927427733126,0.0220413558900247,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium","2.2e-02","Control","Otu0750","D36_BBvsControl"
"Otu0813",1.05180690656571,-3.49585883650502,0.983159345827191,-3.55573982116169,0.000376916945138751,0.00164683711414469,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Puniceicoccaceae_unclassified","2.0e-03","Control","Otu0813","D36_BBvsControl"
"Otu0934",0.868701336933537,3.27637382651197,1.24710763272001,2.62717807232565,0.00860962654670671,0.0287662816384083,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas","2.9e-02","BB","Otu0934","D36_BBvsControl"
"Otu00327",20.9844837998193,7.78304993544986,1.85264381467873,4.20105034426142,2.65679497422782e-05,0.000351287335481234,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0032","D42_BBvsControl"
"Otu00344",95.6396719456038,4.48089434102097,0.841284812300468,5.32625131882281,1.00260385986624e-07,2.16927016952877e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","0.0e+00","BB","Otu0034","D42_BBvsControl"
"Otu00524",20.910970998541,1.15286875031664,0.391007195867977,2.94845916520141,0.00319362328131886,0.0180971985941402,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","1.8e-02","BB","Otu0052","D42_BBvsControl"
"Otu00654",32.6419551304939,-0.72183057071437,0.222735485437842,-3.24075245260283,0.00119214660088758,0.00766840245976335,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","8.0e-03","Control","Otu0065","D42_BBvsControl"
"Otu00946",6.84165888877975,3.7476646964787,1.01457815156817,3.69381569146368,0.000220913948731264,0.00202221229992465,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","2.0e-03","BB","Otu0094","D42_BBvsControl"
"Otu01022",73.3471608221789,-1.21540596655907,0.432645597112377,-2.80924150082908,0.00496583803805108,0.0251461585756629,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","2.5e-02","Control","Otu0102","D42_BBvsControl"
"Otu01141",4.40111877965987,4.44284085699934,1.34962316932857,3.29191211144488,0.000995087040504562,0.00676659187543102,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Parvimonas","7.0e-03","BB","Otu0114","D42_BBvsControl"
"Otu01182",14.0815943657669,-0.760023275190039,0.278999802766186,-2.72409968628892,0.00644770418782264,0.0289538414472035,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","uncultured","2.9e-02","Control","Otu0118","D42_BBvsControl"
"Otu01232",84.8141503029026,1.38760933697252,0.256836181446202,5.4027019447148,6.56444871199484e-08,1.56233879345477e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","0.0e+00","BB","Otu0123","D42_BBvsControl"
"Otu01392",15.0437790073493,2.26924708426178,0.82607840391869,2.74701175275505,0.00601409793355131,0.0275730514545192,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","2.8e-02","BB","Otu0139","D42_BBvsControl"
"Otu01502",3.31223530386203,2.60285069843796,0.824057416824183,3.15857929956996,0.00158540170455183,0.00992962120219301,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","1.0e-02","BB","Otu0150","D42_BBvsControl"
"Otu01521",118.028539193141,-1.13703905532242,0.234235446218944,-4.8542570036971,1.20838939970569e-06,2.21228213176888e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified","0.0e+00","Control","Otu0152","D42_BBvsControl"
"Otu01565",67.7638577417325,-1.99377473642681,0.326625040279868,-6.10416989070539,1.03336325410936e-09,4.21902895251917e-08,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","0.0e+00","Control","Otu0156","D42_BBvsControl"
"Otu0164",12.9623839275414,4.10687600898348,1.3283754590062,3.09165302711627,0.00199045358382473,0.0118431988237572,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified","1.2e-02","BB","Otu0164","D42_BBvsControl"
"Otu0194",34.160038752796,0.628619591748297,0.218656011538061,2.87492480689869,0.00404123727291911,0.0216909505434505,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_ge","2.2e-02","BB","Otu0194","D42_BBvsControl"
"Otu02162",1.24999580231733,3.79882729357907,1.27070804992384,2.98953586845282,0.00279401641045625,0.0162189245289899,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","1.6e-02","BB","Otu0216","D42_BBvsControl"
