OTU,SRD129_P132_N_D0,SRD129_P132_N_D10,SRD129_P132_N_D14,SRD129_P132_N_D21,SRD129_P132_N_D28,SRD129_P132_N_D3,SRD129_P132_N_D36,SRD129_P132_N_D42,SRD129_P132_N_D7,SRD129_P133_N_D0,SRD129_P133_N_D1,SRD129_P133_N_D10,SRD129_P133_N_D14,SRD129_P133_N_D21,SRD129_P133_N_D28,SRD129_P133_N_D3,SRD129_P133_N_D36,SRD129_P133_N_D42,SRD129_P134_N_D0,SRD129_P134_N_D1,SRD129_P134_N_D10,SRD129_P134_N_D14,SRD129_P134_N_D21,SRD129_P134_N_D28,SRD129_P134_N_D3,SRD129_P134_N_D36,SRD129_P134_N_D42,SRD129_P135_N_D0,SRD129_P135_N_D1,SRD129_P135_N_D10,SRD129_P135_N_D14,SRD129_P135_N_D21,SRD129_P135_N_D28,SRD129_P135_N_D3,SRD129_P135_N_D36,SRD129_P135_N_D42,SRD129_P135_N_D7,SRD129_P136_N_D0,SRD129_P136_N_D1,SRD129_P136_N_D10,SRD129_P136_N_D14,SRD129_P136_N_D21,SRD129_P136_N_D28,SRD129_P136_N_D3,SRD129_P136_N_D36,SRD129_P136_N_D42,SRD129_P136_N_D7,SRD129_P137_N_D0,SRD129_P137_N_D1,SRD129_P137_N_D10,SRD129_P137_N_D14,SRD129_P137_N_D21,SRD129_P137_N_D28,SRD129_P137_N_D3,SRD129_P137_N_D36,SRD129_P137_N_D42,SRD129_P137_N_D7,SRD129_P138_N_D0,SRD129_P138_N_D1,SRD129_P138_N_D10,SRD129_P138_N_D14,SRD129_P138_N_D21,SRD129_P138_N_D28,SRD129_P138_N_D36,SRD129_P138_N_D42,SRD129_P138_N_D7,SRD129_P139_N_D0,SRD129_P139_N_D1,SRD129_P139_N_D10,SRD129_P139_N_D14,SRD129_P139_N_D21,SRD129_P139_N_D28,SRD129_P139_N_D3,SRD129_P139_N_D36,SRD129_P139_N_D42,SRD129_P139_N_D7,SRD129_P140_N_D0,SRD129_P140_N_D1,SRD129_P140_N_D10,SRD129_P140_N_D14,SRD129_P140_N_D21,SRD129_P140_N_D28,SRD129_P140_N_D3,SRD129_P140_N_D36,SRD129_P140_N_D42,SRD129_P140_N_D7,SRD129_P141_N_D0,SRD129_P141_N_D1,SRD129_P141_N_D10,SRD129_P141_N_D14,SRD129_P141_N_D21,SRD129_P141_N_D28,SRD129_P141_N_D3,SRD129_P141_N_D36,SRD129_P141_N_D42,SRD129_P141_N_D7,SRD129_P162_N_D0,SRD129_P162_N_D1,SRD129_P162_N_D10,SRD129_P162_N_D14,SRD129_P162_N_D21,SRD129_P162_N_D28,SRD129_P162_N_D3,SRD129_P162_N_D36,SRD129_P162_N_D42,SRD129_P162_N_D7,SRD129_P163_N_D0,SRD129_P163_N_D1,SRD129_P163_N_D10,SRD129_P163_N_D14,SRD129_P163_N_D21,SRD129_P163_N_D28,SRD129_P163_N_D3,SRD129_P163_N_D36,SRD129_P163_N_D42,SRD129_P163_N_D7,SRD129_P164_N_D0,SRD129_P164_N_D1,SRD129_P164_N_D10,SRD129_P164_N_D14,SRD129_P164_N_D21,SRD129_P164_N_D28,SRD129_P164_N_D3,SRD129_P164_N_D36,SRD129_P164_N_D42,SRD129_P164_N_D7,SRD129_P165_N_D0,SRD129_P165_N_D1,SRD129_P165_N_D10,SRD129_P165_N_D14,SRD129_P165_N_D21,SRD129_P165_N_D28,SRD129_P165_N_D3,SRD129_P165_N_D36,SRD129_P165_N_D42,SRD129_P165_N_D7,SRD129_P166_N_D0,SRD129_P166_N_D1,SRD129_P166_N_D10,SRD129_P166_N_D14,SRD129_P166_N_D21,SRD129_P166_N_D28,SRD129_P166_N_D3,SRD129_P166_N_D36,SRD129_P166_N_D42,SRD129_P166_N_D7,SRD129_P167_N_D0,SRD129_P167_N_D1,SRD129_P167_N_D10,SRD129_P167_N_D14,SRD129_P167_N_D21,SRD129_P167_N_D28,SRD129_P167_N_D3,SRD129_P167_N_D36,SRD129_P167_N_D42,SRD129_P167_N_D7,SRD129_P168_N_D0,SRD129_P168_N_D1,SRD129_P168_N_D10,SRD129_P168_N_D14,SRD129_P168_N_D21,SRD129_P168_N_D28,SRD129_P168_N_D3,SRD129_P168_N_D36,SRD129_P168_N_D42,SRD129_P168_N_D7,SRD129_P169_N_D0,SRD129_P169_N_D1,SRD129_P169_N_D10,SRD129_P169_N_D14,SRD129_P169_N_D21,SRD129_P169_N_D28,SRD129_P169_N_D3,SRD129_P169_N_D36,SRD129_P169_N_D42,SRD129_P169_N_D7,SRD129_P170_N_D0,SRD129_P170_N_D1,SRD129_P170_N_D10,SRD129_P170_N_D14,SRD129_P170_N_D21,SRD129_P170_N_D28,SRD129_P170_N_D3,SRD129_P170_N_D36,SRD129_P170_N_D42,SRD129_P170_N_D7,SRD129_P171_N_D0,SRD129_P171_N_D1,SRD129_P171_N_D10,SRD129_P171_N_D14,SRD129_P171_N_D21,SRD129_P171_N_D28,SRD129_P171_N_D3,SRD129_P171_N_D36,SRD129_P171_N_D42,SRD129_P171_N_D7,Taxonomy
Otu0197,0,0,1,0,0,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,2,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,6,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,4,1,0,1,0,0,0,0,5,0,1,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,3,2,0,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;
Otu0198,0,0,0,1,1,2,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,2,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,4,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,2,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_ge;
Otu0199,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,1,2,0,2,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,1,2,0,0,1,0,1,0,0,2,0,1,0,0,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
Otu0200,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,1,0,2,0,0,2,3,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,1,5,1,1,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,5,1,2,0,0,0,0,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;
Otu0201,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,2,2,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,2,0,0,5,0,0,0,0,0,0,0,0,1,3,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_1;
Otu0202,0,1,1,2,0,2,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,0,0,1,1,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,2,0,0,0,1,3,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,2,4,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XIII;Family_XIII_AD3011_group;
Otu0203,0,0,3,2,0,0,2,2,0,0,0,3,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,4,0,2,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;
Otu0204,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,1,2,0,0,4,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,3,0,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema_2;
Otu0205,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,4,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,4,3,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,1,1,2,16,1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae_unclassified;
Otu0206,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,1,0,11,0,0,0,0,0,0,6,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;
Otu0207,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,4,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,2,0,0,0,0,0,0,10,0,5,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,4,6,0,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003;
Otu0208,0,0,0,0,4,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,1,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,4,0,9,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_RF16_group;Bacteroidales_RF16_group_ge;
Otu0209,0,0,0,1,1,0,4,0,0,0,0,1,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,1,1,0,2,2,0,1,0,1,0,0,0,0,4,4,0,0,0,0,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;
Otu0210,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,5,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,2,0,0,1,3,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,2,2,3,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,3,2,0,2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_unclassified;Bacteroidales_unclassified;
Otu0211,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Fournierella;
Otu0212,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,1,2,1,0,0,1,0,1,0,0,1,0,2,0,3,1,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,1,1,1,0,1,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,3,1,0,1,1,0,4,2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;
Otu0213,0,0,0,1,9,0,1,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,11,0,2,1,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;
Otu0214,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,4,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,0,0,0,1,0,0,1,0,2,2,1,1,3,0,0,0,0,0,1,4,0,2,1,0,0,0,0,2,1,1,0,0,3,0,0,0,0,2,2,0,1,1,1,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_unclassified;
Otu0215,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,2,0,0,4,1,0,4,0,0,0,1,3,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,3,0,0,2,0,0,0,5,0,0,6,1,0,1,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobiaceae_ge;
Otu0216,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,1,4,0,2,2,0,0,0,0,0,4,0,0,5,1,0,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae_ge;
Otu0217,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,2,2,2,0,1,0,0,0,3,2,5,1,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,5,1,1,1,0,0,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Syntrophococcus;
Otu0218,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,0,2,2,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-005;
Otu0219,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,6,0,4,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,6,0,5,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;
Otu0220,0,0,1,0,0,0,1,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,6,0,0,3,0,0,1,1,0,0,2,4,0,0,1,1,1,1,0,1,2,2,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,2,1,0,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-005;
Otu0221,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,12,1,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_unclassified;
