"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp","Family_Genus"
"Otu0003",6529.48658129066,1.58668760345246,0.393477570988512,4.03247280262078,5.51930042237001e-05,0.000538788850755167,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","1.0e-03","BB","Otu0003","D0_BBvsControl","Streptococcaceae Streptococcus"
"Otu0013",287.51896569295,-0.901365718253807,0.296296597138803,-3.04210621032395,0.00234928984376007,0.0133779004991893,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","1.3e-02","Control","Otu0013","D0_BBvsControl","Lactobacillaceae Lactobacillus"
"Otu0016",113.328127063663,2.3980516238773,0.453079811152665,5.29277969322115,1.20471016862538e-07,2.24514167789276e-06,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","BB","Otu0016","D0_BBvsControl","Weeksellaceae Empedobacter"
"Otu0020",190.854006786092,1.8075815463462,0.578420487003983,3.12503029709208,0.00177786747562592,0.0113894635157286,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","1.1e-02","BB","Otu0020","D0_BBvsControl","Micrococcaceae Rothia"
"Otu0025",25.4562571699364,6.48635348637074,0.653336337056407,9.92804642643155,3.14353815740141e-23,6.44425322267289e-21,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","0.0e+00","BB","Otu0025","D0_BBvsControl","Aerococcaceae Aerococcus"
"Otu0035",126.766539584291,2.63181620267045,0.767780714515727,3.42782275318083,0.000608442572049147,0.00402357184742178,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","4.0e-03","BB","Otu0035","D0_BBvsControl","Weeksellaceae Bergeyella"
"Otu0038",22.2298333300126,1.59653900983156,0.540986437866528,2.95116272438878,0.00316580083575657,0.0162247292832524,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","1.6e-02","BB","Otu0038","D0_BBvsControl","Veillonellaceae uncultured"
"Otu0042",40.2394580481858,-1.16175311413123,0.302199931810633,-3.84431957734265,0.000120887386055361,0.000953150543898035,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","1.0e-03","Control","Otu0042","D0_BBvsControl","Lachnospiraceae Agathobacter"
"Otu0046",45.8962053460979,1.0395255934695,0.37468574776437,2.77439320729977,0.005530478834618,0.0257670036612884,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","2.6e-02","BB","Otu0046","D0_BBvsControl","Veillonellaceae Veillonellaceae_unclassified"
"Otu0047",3.55729032704187,3.06283276680208,0.780672054023665,3.92332830542086,8.73340112515085e-05,0.000756051875688951,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","1.0e-03","BB","Otu0047","D0_BBvsControl","Corynebacteriaceae Corynebacterium_1"
"Otu0049",26.6805203482757,-4.74107718901786,0.70841901751573,-6.69247588192053,2.19425922017875e-11,8.99646280273287e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0049","D0_BBvsControl","Leuconostocaceae Leuconostoc"
"Otu0051",59.4177450421436,-0.9897311195831,0.329113332983228,-3.00726534112654,0.00263609557610964,0.0142210419237494,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","1.4e-02","Control","Otu0051","D0_BBvsControl","Prevotellaceae Alloprevotella"
"Otu0060",32.4883800956356,3.51601998701662,0.596035447044183,5.89901155116365,3.65685638391891e-09,9.3706944837922e-08,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","0.0e+00","BB","Otu0060","D0_BBvsControl","Prevotellaceae Prevotella_1"
"Otu0063",14.7182436338654,1.07786946359016,0.407094061235545,2.64771601019869,0.0081037569315849,0.036114568934237,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","3.6e-02","BB","Otu0063","D0_BBvsControl","Lactobacillaceae Pediococcus"
"Otu0067",11.5756460211665,-1.85103598864566,0.488151627541352,-3.79192833580967,0.000149482054523593,0.00113495633990136,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","1.0e-03","Control","Otu0067","D0_BBvsControl","Atopobiaceae Olsenella"
"Otu0071",4.46760110066971,-3.72895515983313,0.768953688179029,-4.84938848354278,1.23842668699029e-06,1.69251647222006e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_XPB1014_group","0.0e+00","Control","Otu0071","D0_BBvsControl","Lachnospiraceae Lachnospiraceae_XPB1014_group"
"Otu0072",32.7442244806051,-1.14465013680118,0.374015268715803,-3.06043691941075,0.00221014312116694,0.0129451239954064,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","1.3e-02","Control","Otu0072","D0_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-005"
"Otu0076",33.5216838728931,1.28126601808767,0.502662562923366,2.54895851132445,0.0108045153129389,0.0442985127830497,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6","4.4e-02","BB","Otu0076","D0_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_6"
"Otu0083",41.3168640680458,-2.18561918905329,0.539658665820354,-4.05000295090389,5.12169870932532e-05,0.000524974117705845,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","1.0e-03","Control","Otu0083","D0_BBvsControl","Fusobacteriaceae Fusobacterium"
"Otu0084",3.64570441274515,-2.65099710368225,0.676463913689883,-3.91890395042945,8.89525509302378e-05,0.000756051875688951,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_AC2044_group","1.0e-03","Control","Otu0084","D0_BBvsControl","Lachnospiraceae Lachnospiraceae_AC2044_group"
"Otu0091",34.3759851170475,-4.43704841528725,0.594514229783939,-7.46331743295662,8.43707532481776e-14,6.41432485328387e-12,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","0.0e+00","Control","Otu0091","D0_BBvsControl","Prevotellaceae Prevotellaceae_UCG-001"
"Otu0094",29.0608790687237,-2.13144662903821,0.405615438096804,-5.25484591769783,1.48148448653885e-07,2.53086933117053e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","0.0e+00","Control","Otu0094","D0_BBvsControl","Family_XI Anaerococcus"
"Otu0099",43.3678737291657,-0.966794436930622,0.357854742268091,-2.70163930426927,0.0068998569558399,0.0314326816877151,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","3.1e-02","Control","Otu0099","D0_BBvsControl","Lachnospiraceae Lachnospiraceae_ge"
"Otu0100",40.1698955840503,-1.41981363096804,0.506217538305247,-2.80474998104847,0.00503556229591357,0.0240067504805182,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","2.4e-02","Control","Otu0100","D0_BBvsControl","Rikenellaceae Rikenellaceae_RC9_gut_group"
"Otu0102",5.72525910251364,6.29910832521359,0.845602358164331,7.44925586405407,9.38681685846419e-14,6.41432485328387e-12,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","0.0e+00","BB","Otu0102","D0_BBvsControl","Planococcaceae Kurthia"
"Otu0103",19.4197154694741,-1.62942576412474,0.436238844892511,-3.73516889475129,0.000187589246437029,0.00137342126855682,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","1.0e-03","Control","Otu0103","D0_BBvsControl","Peptostreptococcaceae Peptostreptococcus"
"Otu0107",22.7429773549502,-2.01554975992322,0.392260294108745,-5.1382966621762,2.77239965445356e-07,4.37186099356139e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","0.0e+00","Control","Otu0107","D0_BBvsControl","Christensenellaceae Christensenellaceae_R-7_group"
"Otu0113",10.0055134850729,1.17587833960779,0.392277439748033,2.99756809966711,0.00272143049243245,0.0143049551525296,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","1.4e-02","BB","Otu0113","D0_BBvsControl","Ruminococcaceae Oscillospira"
"Otu0116",6.50624117035471,3.44685293676944,0.724699253061828,4.75625291761597,1.97219359782045e-06,2.52687304720745e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","0.0e+00","BB","Otu0116","D0_BBvsControl","Peptostreptococcaceae Intestinibacter"
"Otu0128",28.0818247094357,-1.47276300030161,0.327480470488525,-4.49725444117199,6.88365917219889e-06,7.42710594895143e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","0.0e+00","Control","Otu0128","D0_BBvsControl","Ruminococcaceae Ruminococcaceae_NK4A214_group"
"Otu0129",63.3116642419694,-2.34140401216629,0.407677644696008,-5.74327300657409,9.28638234214846e-09,2.11523153348937e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","0.0e+00","Control","Otu0129","D0_BBvsControl","Bacteroidales_unclassified Bacteroidales_unclassified"
"Otu0133",6.95549376251055,-5.9287256911278,0.942367454203606,-6.29130989687898,3.14798166739184e-10,1.07556040302555e-08,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0133","D0_BBvsControl","Veillonellaceae Dialister"
"Otu0141",13.1943602856644,1.09579207669777,0.363007120596061,3.018651741317,0.00253902215069142,0.0140675551592362,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","1.4e-02","BB","Otu0141","D0_BBvsControl","Ruminococcaceae Ruminiclostridium_9"
"Otu0158",2.76916608542269,-2.43271151950968,0.859007595444798,-2.83200233898981,0.00462575102942798,0.0225780705007794,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group","2.3e-02","Control","Otu0158","D0_BBvsControl","Rikenellaceae dgA-11_gut_group"
"Otu0166",3.81197159689032,2.00936278903855,0.707451792270387,2.84028227929145,0.00450736292991709,0.0225368146495854,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","2.3e-02","BB","Otu0166","D0_BBvsControl","Ruminococcaceae Intestinimonas"
"Otu0184",3.63570962830938,-2.47464087806391,0.631056647248928,-3.92142431087927,8.80270996126776e-05,0.000756051875688951,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified","1.0e-03","Control","Otu0184","D0_BBvsControl","Fusobacteriaceae Fusobacteriaceae_unclassified"
"Otu0185",5.90513774618199,-1.74307520405062,0.569492869150974,-3.06074983282807,0.00220783480274216,0.0129451239954064,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unclassified","1.3e-02","Control","Otu0185","D0_BBvsControl","Muribaculaceae Muribaculaceae_unclassified"
"Otu0209",1.45552120391394,3.93319075343692,1.08676627056448,3.61916896021623,0.000295550628670402,0.00208923720267008,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","2.0e-03","BB","Otu0209","D0_BBvsControl","Micrococcaceae Kocuria"
"Otu0211",17.2635368837104,-4.44522066122449,0.660906221828614,-6.72594766762117,1.74453260222232e-11,8.94072958638937e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fournierella","0.0e+00","Control","Otu0211","D0_BBvsControl","Ruminococcaceae Fournierella"
"Otu0226",6.67641190530524,3.40402531581051,0.674311948395561,5.04814622358384,4.46117651738298e-07,6.53243704331079e-06,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Schwartzia","0.0e+00","BB","Otu0226","D0_BBvsControl","Veillonellaceae Schwartzia"
"Otu0236",3.74179286875612,-1.46126662314898,0.570525032416496,-2.56126644778352,0.0104291336692338,0.0436320898406722,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","4.4e-02","Control","Otu0236","D0_BBvsControl","Lachnospiraceae Roseburia"
"Otu0254",5.30181778009608,-3.27682070284239,0.709196433935235,-4.62046979658337,3.82872081207351e-06,4.61698686161806e-05,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","0.0e+00","Control","Otu0254","D0_BBvsControl","Atopobiaceae Atopobium"
"Otu0265",2.3351186708275,-2.68916455612105,0.766728598622983,-3.50732261839548,0.000452640013774165,0.00309304009412346,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","3.0e-03","Control","Otu0265","D0_BBvsControl","Desulfovibrionaceae Desulfovibrio"
"Otu0285",8.97548742019459,1.73376662839924,0.443390464173094,3.91024789320322,9.22014482547501e-05,0.000756051875688951,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","1.0e-03","BB","Otu0285","D0_BBvsControl","Pseudomonadaceae Pseudomonas"
"Otu0313",16.4174982788431,-1.97490836329406,0.437631865846686,-4.51271609180745,6.40026709864139e-06,7.2891930845638e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified","0.0e+00","Control","Otu0313","D0_BBvsControl","Clostridiales_unclassified Clostridiales_unclassified"
"Otu0326",6.38217895113975,1.99731597746224,0.771697362996034,2.58821148449681,0.00964757286622355,0.0412031757828297,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","4.1e-02","BB","Otu0326","D0_BBvsControl","Ruminococcaceae Oscillibacter"
"Otu0378",5.16654403174967,-1.67026414479814,0.633168834395245,-2.63794434290729,0.00834102703537644,0.0363810753670675,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus","3.6e-02","Control","Otu0378","D0_BBvsControl","Family_XI Peptoniphilus"
"Otu0379",3.45060961858021,-1.85279677056876,0.604893823505122,-3.06301155437913,0.00219121599098623,0.0129451239954064,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","uncultured","1.3e-02","Control","Otu0379","D0_BBvsControl","Erysipelotrichaceae uncultured"
"Otu0400",7.5838456165287,-4.49640622956723,0.829251327125893,-5.42224785476237,5.88541991189488e-08,1.20651108193845e-06,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","0.0e+00","Control","Otu0400","D0_BBvsControl","Synergistaceae Cloacibacillus"
"Otu0473",6.68665113819167,-5.46823881689323,0.896196896192713,-6.10160427928705,1.05009095128157e-09,3.07526635732461e-08,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","F082","F082_ge","0.0e+00","Control","Otu0473","D0_BBvsControl","F082 F082_ge"
"Otu0012",29.5540531830192,-2.07346784495215,0.59692345556145,-3.47359083586672,0.000513543501804874,0.00543751943087514,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","5.0e-03","Control","Otu0012","D1_BBvsControl","Weeksellaceae Chryseobacterium"
"Otu0018",54.0551640358488,0.733744783544102,0.228651736102012,3.20900595837482,0.00133194731827128,0.0108977507858559,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","1.1e-02","BB","Otu0018","D1_BBvsControl","Acidaminococcaceae Phascolarctobacterium"
"Otu0024",49.3699537968246,-0.690217115173145,0.209787313129731,-3.29008034316317,0.00100158779984146,0.00901429019857313,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","9.0e-03","Control","Otu0024","D1_BBvsControl","Peptostreptococcaceae Terrisporobacter"
"Otu00251",22.5653100473154,6.23754607380869,0.619943183355133,10.0614802150918,8.17596858773775e-24,4.90558115264265e-22,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","0.0e+00","BB","Otu0025","D1_BBvsControl","Aerococcaceae Aerococcus"
"Otu0030",116.916538171316,0.700233566876461,0.152119563783927,4.6031789038725,4.1609050325194e-06,8.3218100650388e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","0.0e+00","BB","Otu0030","D1_BBvsControl","Lachnospiraceae Blautia"
"Otu0031",102.391235324847,-2.2553838844168,0.299580374939695,-7.5284767397424,5.13356601716756e-14,1.54006980515027e-12,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","0.0e+00","Control","Otu0031","D1_BBvsControl","Moraxellaceae Acinetobacter"
"Otu0034",24.8243388460678,8.44151447640582,0.896010630964842,9.42122133898771,4.45871085766548e-21,2.00641988594947e-19,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0034","D1_BBvsControl","Burkholderiaceae Bordetella"
"Otu00351",84.596556165843,2.47986272443759,0.545150090928558,4.54895406916951,5.39132076179327e-06,9.7043773712279e-05,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","0.0e+00","BB","Otu0035","D1_BBvsControl","Weeksellaceae Bergeyella"
"Otu0036",61.1315209490019,2.77679046213332,0.637572855555216,4.35525201228213,1.32913913879671e-05,0.000199370870819506,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","0.0e+00","BB","Otu0036","D1_BBvsControl","Enterobacteriaceae Escherichia-Shigella"
"Otu00421",31.7563469826319,1.64556512275443,0.459443803667069,3.58164613304235,0.000341436066345171,0.00384115574638318,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","4.0e-03","BB","Otu0042","D1_BBvsControl","Lachnospiraceae Agathobacter"
"Otu00491",22.635433972222,-4.62742232505967,0.427171995964564,-10.8326912081651,2.40967252170043e-27,4.33741053906078e-25,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0049","D1_BBvsControl","Leuconostocaceae Leuconostoc"
"Otu0056",2.58111516744318,-3.371153667842,0.744904132547651,-4.52562084239257,6.0218459738873e-06,9.85392977545195e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","0.0e+00","Control","Otu0056","D1_BBvsControl","Succinivibrionaceae Succinivibrio"
"Otu00601",17.0218767255169,1.79877323764514,0.459579116791571,3.91395773202836,9.07955360426266e-05,0.00116737117769091,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","1.0e-03","BB","Otu0060","D1_BBvsControl","Prevotellaceae Prevotella_1"
"Otu00631",13.3491408509877,1.33171465776338,0.357229000226327,3.72790186944413,0.00019308052569864,0.00231696630838368,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","2.0e-03","BB","Otu0063","D1_BBvsControl","Lactobacillaceae Pediococcus"
"Otu00671",23.9400864799065,-3.36459492864447,0.325125964444919,-10.3485888442923,4.24699287883659e-25,3.82229359095293e-23,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0067","D1_BBvsControl","Atopobiaceae Olsenella"
"Otu0080",20.5907147200606,0.669421286593128,0.247457123480573,2.70520111596497,0.00682630469661066,0.0455086979774044,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","4.6e-02","BB","Otu0080","D1_BBvsControl","Lachnospiraceae Dorea"
"Otu00831",88.9156441769881,-1.60972519440384,0.510762672182647,-3.1516108793248,0.00162372500510474,0.0127074130834284,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","1.3e-02","Control","Otu0083","D1_BBvsControl","Fusobacteriaceae Fusobacterium"
"Otu01031",34.9242593530778,-2.04822199084206,0.507478122464401,-4.03607938977849,5.43518309989041e-05,0.00075256381383098,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","1.0e-03","Control","Otu0103","D1_BBvsControl","Peptostreptococcaceae Peptostreptococcus"
"Otu0117",3.72764549481492,-1.74322320455408,0.617118673885779,-2.82477792087803,0.0047313396364668,0.0340656453825609,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","uncultured","3.4e-02","Control","Otu0117","D1_BBvsControl","Atopobiaceae uncultured"
"Otu01281",10.5401034850105,-1.22872198697377,0.397672695242962,-3.08978212905231,0.0020030336833625,0.0150227526252188,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","1.5e-02","Control","Otu0128","D1_BBvsControl","Ruminococcaceae Ruminococcaceae_NK4A214_group"
"Otu01331",8.69878051268971,-5.90938697175759,0.71745139759656,-8.23663734094581,1.77118335674512e-16,6.37626008428244e-15,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0133","D1_BBvsControl","Veillonellaceae Dialister"
"Otu0137",8.15106503670194,1.98505993797,0.39120812577274,5.0741786972062,3.89173205259048e-07,1.00073109923755e-05,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","0.0e+00","BB","Otu0137","D1_BBvsControl","Erysipelotrichaceae Holdemanella"
"Otu0170",7.0053957593641,0.974324457417342,0.349106709717784,2.79090727933869,0.00525605267449064,0.0363880569772429,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified","3.6e-02","BB","Otu0170","D1_BBvsControl","Erysipelotrichaceae Erysipelotrichaceae_unclassified"
"Otu0171",1.48924746323177,-2.97242722406262,0.888173650556667,-3.3466735048936,0.000817874783524496,0.00774828742286364,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","8.0e-03","Control","Otu0171","D1_BBvsControl","Bacteria_unclassified Bacteria_unclassified"
"Otu02261",7.1758826015529,3.85454575865251,0.782971291630047,4.92297201680005,8.5239645388351e-07,1.9178920212379e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Schwartzia","0.0e+00","BB","Otu0226","D1_BBvsControl","Veillonellaceae Schwartzia"
"Otu02541",8.34136159973735,-2.1180871639186,0.630482849540275,-3.35946832727176,0.000780926023169596,0.00774828742286364,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","8.0e-03","Control","Otu0254","D1_BBvsControl","Atopobiaceae Atopobium"
"Otu02851",13.8074285038668,-1.57168795353667,0.486473665158171,-3.23077705146825,0.00123454194729581,0.0105817881196783,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","1.1e-02","Control","Otu0285","D1_BBvsControl","Pseudomonadaceae Pseudomonas"
"Otu0009",687.80512389988,-0.819860429402551,0.262962559495993,-3.11778388137816,0.00182216367629658,0.0113315803619694,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","1.1e-02","Control","Otu0009","D3_BBvsControl","Prevotellaceae Prevotella_9"
"Otu00121",18.6289086017695,1.33664135542138,0.497816578363022,2.68500771873987,0.00725281311893288,0.0343645193016106,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","3.4e-02","BB","Otu0012","D3_BBvsControl","Weeksellaceae Chryseobacterium"
"Otu00131",195.549168581317,0.622778964526075,0.18106073574103,3.43961357484393,0.000582545300465701,0.00429357462195091,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","4.0e-03","BB","Otu0013","D3_BBvsControl","Lactobacillaceae Lactobacillus"
"Otu00161",135.515368834251,3.11834904423118,0.374202993434736,8.33330865584068,7.86138601041843e-17,3.12883163214653e-15,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","BB","Otu0016","D3_BBvsControl","Weeksellaceae Empedobacter"
"Otu0017",237.681228150411,-0.771568611973956,0.244934611098787,-3.15010038194548,0.00163214372814982,0.0104773097387682,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","1.0e-02","Control","Otu0017","D3_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_1"
"Otu00241",112.324336992785,-0.836643325484098,0.238020641007206,-3.51500324486048,0.000439748615099655,0.00364624893353464,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","4.0e-03","Control","Otu0024","D3_BBvsControl","Peptostreptococcaceae Terrisporobacter"
"Otu00252",42.2787261441119,2.75326169958081,0.763405013205313,3.60655438719307,0.000310289846724452,0.00294036569038886,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","3.0e-03","BB","Otu0025","D3_BBvsControl","Aerococcaceae Aerococcus"
"Otu0028",13.0008699094476,2.21906091798297,0.737746335432808,3.00789148167185,0.0026306705664088,0.0153573051288883,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","1.5e-02","BB","Otu0028","D3_BBvsControl","Moraxellaceae Enhydrobacter"
"Otu0032",155.6972960389,1.79306681279274,0.41509867539338,4.31961583855571,1.56301048409636e-05,0.00028276280575925,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","BB","Otu0032","D3_BBvsControl","Streptococcaceae Lactococcus"
"Otu00341",277.455698394338,11.788854752368,1.18848161404423,9.91925715388409,3.43301608581899e-23,2.27723400359326e-21,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0034","D3_BBvsControl","Burkholderiaceae Bordetella"
"Otu00361",162.51765397631,2.52392554785576,0.670208524450596,3.76588099938709,0.000165962829948675,0.00194274136234037,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","2.0e-03","BB","Otu0036","D3_BBvsControl","Enterobacteriaceae Escherichia-Shigella"
"Otu00381",73.5217532363977,-1.46527998308414,0.370772283698594,-3.95196741371123,7.75112974413745e-05,0.00118651909160258,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","1.0e-03","Control","Otu0038","D3_BBvsControl","Veillonellaceae uncultured"
"Otu0040",110.624534011238,-0.799936323782555,0.232515165550106,-3.44036193032825,0.000580936756915013,0.00429357462195091,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","4.0e-03","Control","Otu0040","D3_BBvsControl","Ruminococcaceae Faecalibacterium"
