"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp","Family_Genus"
"Otu00701",48.59467285094,0.523420471277129,0.214479150996102,2.44042588217183,0.0146699559359676,0.044781970751901,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified","4.5e-02","BB","Otu0070","D7_BBvsControl","Prevotellaceae Prevotellaceae_unclassified"
"Otu0074",49.803941144651,0.747466543988564,0.209686887229006,3.564679479324,0.000364301097440903,0.00198088721733491,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","2.0e-03","BB","Otu0074","D7_BBvsControl","Prevotellaceae Prevotella_2"
"Otu0075",18.2278830176059,0.816012514580892,0.261585436240045,3.11948756134908,0.00181165909789232,0.00808278674444266,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","8.0e-03","BB","Otu0075","D7_BBvsControl","Veillonellaceae Veillonella"
"Otu00801",22.1536566986701,0.81503429167946,0.266570158932031,3.05748510990412,0.00223202730311145,0.00970931876853482,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","1.0e-02","BB","Otu0080","D7_BBvsControl","Lachnospiraceae Dorea"
"Otu00811",4.82767700550349,-2.46146107833189,0.646236189049196,-3.80891865859976,0.000139575861014783,0.00080953999388574,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","1.0e-03","Control","Otu0081","D7_BBvsControl","Acidaminococcaceae Succiniclasticum"
"Otu00881",37.1984441904761,3.89820055839037,0.920075995413713,4.23682454256133,2.26703150814096e-05,0.000219146379120293,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae_unclassified","0.0e+00","BB","Otu0088","D7_BBvsControl","Pasteurellaceae Pasteurellaceae_unclassified"
"Otu0089",11.2468790225943,0.865399992430406,0.308073032512463,2.80907415158254,0.00496842015022096,0.0196478433213283,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","2.0e-02","BB","Otu0089","D7_BBvsControl","Lachnospiraceae Coprococcus_3"
"Otu0092",1.95023230602989,4.33059065471031,1.11789267039921,3.87388769009802,0.00010711279018755,0.000642676741125303,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","1.0e-03","BB","Otu0092","D7_BBvsControl","Burkholderiaceae Massilia"
"Otu0096",10.6900961967187,1.70506013812939,0.367630939159852,4.63796692962232,3.51853065858762e-06,4.37303096138747e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_ge","0.0e+00","BB","Otu0096","D7_BBvsControl","Muribaculaceae Muribaculaceae_ge"
"Otu01162",5.25181866426157,1.31482903283782,0.479635326483035,2.74130982485989,0.00611947741039595,0.022655086583168,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","2.3e-02","BB","Otu0116","D7_BBvsControl","Peptostreptococcaceae Intestinibacter"
"Otu01221",14.8670800721381,-2.35020963375979,0.410266125989603,-5.72850031937404,1.01322362391022e-08,1.76300910560379e-07,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","0.0e+00","Control","Otu0122","D7_BBvsControl","Erysipelotrichaceae Catenisphaera"
"Otu0125",5.86524721520897,1.09520650691689,0.40356342455421,2.71383985832385,0.00665083084786225,0.0241092618235007,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","2.4e-02","BB","Otu0125","D7_BBvsControl","Lachnospiraceae Coprococcus_1"
"Otu01282",13.7489863219117,1.86364400302894,0.410518247683048,4.53973486817527,5.63250083474773e-06,6.53370096830737e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","0.0e+00","BB","Otu0128","D7_BBvsControl","Ruminococcaceae Ruminococcaceae_NK4A214_group"
"Otu01291",14.8445880437712,2.4976048906853,0.724582847392161,3.44695558233873,0.000566941784504586,0.002989329409206,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","3.0e-03","BB","Otu0129","D7_BBvsControl","Bacteroidales_unclassified Bacteroidales_unclassified"
"Otu01333",22.2496486789824,-5.91829908760097,0.593660208425004,-9.96916923790861,2.07960986011375e-23,9.0463028914948e-22,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0133","D7_BBvsControl","Veillonellaceae Dialister"
"Otu01371",5.26071496029437,-1.19335684822679,0.494851277013362,-2.41154646589822,0.0158850275897275,0.0476550827691825,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","4.8e-02","Control","Otu0137","D7_BBvsControl","Erysipelotrichaceae Holdemanella"
"Otu0147",10.8702765311789,-0.939757562572037,0.384432241623844,-2.4445336806364,0.0145039537580992,0.044781970751901,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter","4.5e-02","Control","Otu0147","D7_BBvsControl","Eubacteriaceae Pseudoramibacter"
"Otu0161",18.1538309751436,-1.36107217844518,0.330459043060433,-4.11873182782374,3.8096318267723e-05,0.000315655208503991,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","0.0e+00","Control","Otu0161","D7_BBvsControl","Family_XIII Family_XIII_ge"
"Otu01621",13.2887936405375,-1.43203119053594,0.514658659520931,-2.78248731279279,0.00539439743816007,0.0208583367608856,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","2.1e-02","Control","Otu0162","D7_BBvsControl","Ruminococcaceae Negativibacillus"
"Otu01702",4.15690023551936,-2.17584028727541,0.542673724206287,-4.00948155442349,6.08522060910859e-05,0.000441178494160373,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified","0.0e+00","Control","Otu0170","D7_BBvsControl","Erysipelotrichaceae Erysipelotrichaceae_unclassified"
"Otu01841",3.57276334102506,-3.2717440036665,0.820867972410537,-3.9857128230485,6.72778432951818e-05,0.000468253789334466,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified","0.0e+00","Control","Otu0184","D7_BBvsControl","Fusobacteriaceae Fusobacteriaceae_unclassified"
"Otu0200",3.54229286764647,-2.02405638256859,0.515720812251001,-3.92471340013224,8.68330548618494e-05,0.000559590797998585,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","1.0e-03","Control","Otu0200","D7_BBvsControl","Eggerthellaceae Enterorhabdus"
"Otu0201",6.30175335436191,1.30182444520566,0.411610120599192,3.16276102081882,0.00156280564602742,0.0071560048002308,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","7.0e-03","BB","Otu0201","D7_BBvsControl","Ruminococcaceae Ruminococcus_1"
"Otu02112",1.80158580897074,-2.36222814582047,0.854182657099833,-2.76548361897306,0.00568384597027646,0.0214997651919153,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fournierella","2.1e-02","Control","Otu0211","D7_BBvsControl","Ruminococcaceae Fournierella"
"Otu0270",2.55249595884911,2.77322656724845,0.699196566406354,3.96630461373966,7.29955614640015e-05,0.000488508757489856,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6","0.0e+00","BB","Otu0270","D7_BBvsControl","Ruminococcaceae Ruminiclostridium_6"
"Otu0338",7.91755479305751,-1.9367006763806,0.467028914142042,-4.14685390504874,3.37074990765052e-05,0.00029456097201916,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Sharpea","0.0e+00","Control","Otu0338","D7_BBvsControl","Erysipelotrichaceae Sharpea"
"Otu03782",8.43057124778065,1.71532326670036,0.660167971151971,2.59831337122759,0.00936829548931912,0.033267008472276,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus","3.3e-02","BB","Otu0378","D7_BBvsControl","Family_XI Peptoniphilus"
"Otu0549",0.84675157189249,2.45455362215641,0.9620780400771,2.55130407296243,0.010732064690359,0.0373475851224492,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Ignavigranum","3.7e-02","BB","Otu0549","D7_BBvsControl","Aerococcaceae Ignavigranum"
"Otu0011",129.152337012395,-0.770796682174485,0.167414329933776,-4.60412607737574,4.14201491611091e-06,3.20209614668574e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","0.0e+00","Control","Otu0011","D10_BBvsControl","Prevotellaceae Prevotellaceae_NK3B31_group"
"Otu00133",438.31738521805,-1.21045668443269,0.168839233885677,-7.16928557761819,7.53901468128601e-13,1.16564765456807e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","0.0e+00","Control","Otu0013","D10_BBvsControl","Lactobacillaceae Lactobacillus"
"Otu00162",173.279039541612,6.23001760838168,0.630929965482255,9.87434097161598,5.37853388876054e-23,1.80180885273478e-21,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","BB","Otu0016","D10_BBvsControl","Weeksellaceae Empedobacter"
"Otu00172",247.130086583375,0.668631453626976,0.119956411947684,5.57395342833848,2.49022332235109e-08,2.50267443896284e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","0.0e+00","BB","Otu0017","D10_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_1"
"Otu00182",128.493510385254,-0.431641140364562,0.170510218349516,-2.53146787648687,0.0113586221299041,0.0340758663897124,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","3.4e-02","Control","Otu0018","D10_BBvsControl","Acidaminococcaceae Phascolarctobacterium"
"Otu00191",112.342110297672,-1.56732156819679,0.1576126664422,-9.944134590043,2.67488825744142e-23,1.07530507949145e-21,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","0.0e+00","Control","Otu0019","D10_BBvsControl","Veillonellaceae Megasphaera"
"Otu00201",153.451535482312,-1.81138681792108,0.433369611472936,-4.17977350041812,2.91799584765438e-05,0.00017773247435713,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","0.0e+00","Control","Otu0020","D10_BBvsControl","Micrococcaceae Rothia"
"Otu00221",279.305903468564,0.588291919825772,0.212310023860742,2.77090977207767,0.00558999143763911,0.0178347345867534,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","1.8e-02","BB","Otu0022","D10_BBvsControl","Leuconostocaceae Weissella"
"Otu00243",151.073994210636,1.3687185059454,0.118727372334155,11.5282472696623,9.50592979721567e-31,6.3689729641345e-29,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","0.0e+00","BB","Otu0024","D10_BBvsControl","Peptostreptococcaceae Terrisporobacter"
"Otu00253",56.7934924698444,4.80822592222238,0.291714665655596,16.482633505643,4.89072620561361e-61,9.83035967328336e-59,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","0.0e+00","BB","Otu0025","D10_BBvsControl","Aerococcaceae Aerococcus"
"Otu00322",117.314580353072,1.74588333715267,0.234292735522806,7.45171775495669,9.21326671308686e-14,1.68351509939133e-12,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","BB","Otu0032","D10_BBvsControl","Streptococcaceae Lactococcus"
"Otu00331",64.9853365549895,0.801819218786946,0.203260963311581,3.9447772249206,7.98742000841458e-05,0.000422492479392456,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","0.0e+00","BB","Otu0033","D10_BBvsControl","Erysipelotrichaceae Turicibacter"
"Otu00343",66.0014774613794,8.9863133752863,0.801976027430506,11.2052144551976,3.84421633273634e-29,1.93171870720001e-27,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0034","D10_BBvsControl","Burkholderiaceae Bordetella"
"Otu00353",106.159887867353,2.20150252174752,0.719533878754969,3.05962316264641,0.00221615644988328,0.00795441868618821,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","8.0e-03","BB","Otu0035","D10_BBvsControl","Weeksellaceae Bergeyella"
"Otu00383",104.170006427918,-1.2757695798333,0.174364278815826,-7.31669117377444,2.54159848416775e-13,4.25717746098099e-12,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","0.0e+00","Control","Otu0038","D10_BBvsControl","Veillonellaceae uncultured"
"Otu00401",67.888689482145,-0.430670395323042,0.156199004158593,-2.7571904036326,0.00583003925560089,0.0183099670371215,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","1.8e-02","Control","Otu0040","D10_BBvsControl","Ruminococcaceae Faecalibacterium"
"Otu00411",46.8276222070036,-0.776176715318088,0.173873083696694,-4.46404181035897,8.0427859370471e-06,5.38866657782155e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","0.0e+00","Control","Otu0041","D10_BBvsControl","Prevotellaceae uncultured"
"Otu00462",27.2862003524167,-0.720999229959841,0.217435971241757,-3.3159151443171,0.000913435596053035,0.00399131640884044,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","4.0e-03","Control","Otu0046","D10_BBvsControl","Veillonellaceae Veillonellaceae_unclassified"
"Otu00472",14.4779793969992,4.17794501270848,0.425304818280428,9.82341331001267,8.92686728668199e-23,2.56328617803297e-21,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","0.0e+00","BB","Otu0047","D10_BBvsControl","Corynebacteriaceae Corynebacterium_1"
"Otu00481",31.4051654752402,-1.99549306428565,0.285627687325134,-6.98634324624893,2.82143311317126e-12,4.05077182676731e-11,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","0.0e+00","Control","Otu0048","D10_BBvsControl","Spirochaetaceae Treponema_2"
"Otu00494",40.2665308462142,-1.08372737769102,0.236424518567882,-4.58381975040318,4.56557845589777e-06,3.39429324300026e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0049","D10_BBvsControl","Leuconostocaceae Leuconostoc"
"Otu00512",78.6024694496937,-0.865612317160821,0.207712014397864,-4.16736759147102,3.08137388037941e-05,0.000182163573516548,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","0.0e+00","Control","Otu0051","D10_BBvsControl","Prevotellaceae Alloprevotella"
"Otu00522",49.5370067785672,1.76819232192208,0.187639198324902,9.42336322957639,4.36865723268236e-21,1.09762512971144e-19,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","0.0e+00","BB","Otu0052","D10_BBvsControl","Peptostreptococcaceae Romboutsia"
"Otu00532",44.3548019739708,-0.527794026129392,0.142401398148246,-3.70638233186402,0.000210240846172288,0.00103069292879585,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","1.0e-03","Control","Otu0053","D10_BBvsControl","Family_XIII Mogibacterium"
"Otu00541",7.19032372632826,-1.62733967549159,0.37637101164145,-4.3237646501901,1.53388931278754e-05,9.94554038291278e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio","0.0e+00","Control","Otu0054","D10_BBvsControl","Veillonellaceae Anaerovibrio"
"Otu00563",12.3200786100822,-2.8124698930238,0.404224487421479,-6.95769301598812,3.45889885391147e-12,4.63492446424137e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","0.0e+00","Control","Otu0056","D10_BBvsControl","Succinivibrionaceae Succinivibrio"
"Otu00602",26.9546439873783,1.36767239309429,0.24224357013928,5.64585632678687,1.64361065677344e-08,1.73876706321822e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","0.0e+00","BB","Otu0060","D10_BBvsControl","Prevotellaceae Prevotella_1"
"Otu00633",52.0147656040279,0.401280150338509,0.162432123331617,2.4704482223585,0.0134943852447141,0.0382024145660216,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","3.8e-02","BB","Otu0063","D10_BBvsControl","Lactobacillaceae Pediococcus"
"Otu0064",24.9598256255727,0.425171728562583,0.176871874223049,2.40384023989257,0.0162238617312181,0.0440675163239842,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","4.4e-02","BB","Otu0064","D10_BBvsControl","Ruminococcaceae Ruminococcus_2"
"Otu00651",50.7829140524083,-0.662815379098518,0.163313935581018,-4.05853534017435,4.93814612110549e-05,0.000268261451443839,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","0.0e+00","Control","Otu0065","D10_BBvsControl","Ruminococcaceae Subdoligranulum"
"Otu00674",69.9299317560167,-0.583842602666754,0.187448418414504,-3.11468406938332,0.00184142023629984,0.00685417532400496,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","7.0e-03","Control","Otu0067","D10_BBvsControl","Atopobiaceae Olsenella"
"Otu0069",1.4424308625409,3.4889938482917,0.831531170486436,4.19586657978278,2.71830237624516e-05,0.000170743368007899,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","0.0e+00","BB","Otu0069","D10_BBvsControl","Dermabacteraceae Brachybacterium"
"Otu00702",87.7118836879619,-0.649945882219073,0.193946571779235,-3.351159426313,0.000804739583335882,0.00359450347223361,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified","4.0e-03","Control","Otu0070","D10_BBvsControl","Prevotellaceae Prevotellaceae_unclassified"
"Otu00721",34.245808236505,0.603128631200991,0.249227744044008,2.41998993135568,0.0155209368504786,0.0433292820409194,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","4.3e-02","BB","Otu0072","D10_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-005"
"Otu00741",46.3000682082198,1.2118300059834,0.227694026478351,5.32218620192313,1.02527545724407e-07,9.36728940482083e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","0.0e+00","BB","Otu0074","D10_BBvsControl","Prevotellaceae Prevotella_2"
"Otu00761",31.6713027974363,1.96672125302141,0.297616994664328,6.60822899323883,3.88944745348456e-11,4.88611836343998e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6","0.0e+00","BB","Otu0076","D10_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_6"
"Otu00802",44.5486838618287,1.41138503257837,0.176050962549623,8.01691176315238,1.08436959918929e-15,2.17958289437047e-14,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","0.0e+00","BB","Otu0080","D10_BBvsControl","Lachnospiraceae Dorea"
"Otu00812",15.654723639596,2.93155361882688,0.312679782232875,9.37557778086062,6.87979185714981e-21,1.53648684809679e-19,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","0.0e+00","BB","Otu0081","D10_BBvsControl","Acidaminococcaceae Succiniclasticum"
"Otu00833",21.6149144838561,-0.997532004264544,0.381623880386949,-2.61391400153757,0.00895115640425653,0.0272603399584176,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","2.7e-02","Control","Otu0083","D10_BBvsControl","Fusobacteriaceae Fusobacterium"
"Otu00841",1.11500525219737,-3.4677471549853,0.94351690659226,-3.67534183092692,0.000237531163899284,0.00113536367969592,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_AC2044_group","1.0e-03","Control","Otu0084","D10_BBvsControl","Lachnospiraceae Lachnospiraceae_AC2044_group"
"Otu00921",6.28434021573533,2.74340469340049,0.750858984917087,3.65368830700405,0.000258500047059197,0.00118087521497497,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","1.0e-03","BB","Otu0092","D10_BBvsControl","Burkholderiaceae Massilia"
"Otu00942",11.3234348289704,-2.72789717387063,0.421361036190237,-6.47401382561397,9.54331638322995e-11,1.12835681942895e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","0.0e+00","Control","Otu0094","D10_BBvsControl","Family_XI Anaerococcus"
"Otu00992",33.662389094204,0.703763208166744,0.238170971945146,2.95486558424437,0.00312805302449602,0.0108403216883397,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","1.1e-02","BB","Otu0099","D10_BBvsControl","Lachnospiraceae Lachnospiraceae_ge"
"Otu01001",17.8334250916778,-1.15838032878272,0.35822216346862,-3.23369251518742,0.00122200944676583,0.00506392209434422,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","5.0e-03","Control","Otu0100","D10_BBvsControl","Rikenellaceae Rikenellaceae_RC9_gut_group"
"Otu01032",10.6087281974386,-1.15757632173187,0.36687619167968,-3.15522333687587,0.00160375288385581,0.00619912172413496,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","6.0e-03","Control","Otu0103","D10_BBvsControl","Peptostreptococcaceae Peptostreptococcus"
"Otu0104",13.4440987308889,-2.07768654242439,0.387942224771695,-5.35565970847106,8.52448113855092e-08,8.15914623261302e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","0.0e+00","Control","Otu0104","D10_BBvsControl","Tannerellaceae Parabacteroides"
"Otu01071",17.9749670001083,0.994311247716791,0.209879818694565,4.73752671362746,2.16342345954479e-06,1.73939246147401e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","0.0e+00","BB","Otu0107","D10_BBvsControl","Christensenellaceae Christensenellaceae_R-7_group"
"Otu01081",25.6353188304215,-1.3624125087837,0.568394310002416,-2.39694959081823,0.0165321979349339,0.0443062904656228,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","4.4e-02","Control","Otu0108","D10_BBvsControl","Burkholderiaceae Burkholderiaceae_unclassified"
"Otu01131",13.2218852307062,0.838919364551851,0.297448708639539,2.82038328015903,0.00479663197417634,0.0160687171134907,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","1.6e-02","BB","Otu0113","D10_BBvsControl","Ruminococcaceae Oscillospira"
"Otu01163",11.5794700773434,1.39260230071738,0.33970919879711,4.09939532296594,4.14230966895989e-05,0.000237886926703125,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","0.0e+00","BB","Otu0116","D10_BBvsControl","Peptostreptococcaceae Intestinibacter"
"Otu0118",21.6039917679401,-1.40623785610694,0.560304109381027,-2.50977608866804,0.0120807736932563,0.0351918190194858,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","3.5e-02","Control","Otu0118","D10_BBvsControl","Porphyromonadaceae Porphyromonas"
"Otu0120",13.1787024113827,1.05981352718868,0.38002762291203,2.78878024462451,0.00529069512951562,0.01715209227472,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","1.7e-02","BB","Otu0120","D10_BBvsControl","Erysipelotrichaceae Catenibacterium"
"Otu0124",6.62863389462071,-2.47080134909706,0.632902605626251,-3.90392033013077,9.46469486872689e-05,0.000487795812465155,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Parvimonas","0.0e+00","Control","Otu0124","D10_BBvsControl","Family_XI Parvimonas"
"Otu01251",17.5061951110206,0.931778308074231,0.253915196647572,3.66964372505642,0.000242888747397635,0.00113536367969592,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","1.0e-03","BB","Otu0125","D10_BBvsControl","Lachnospiraceae Coprococcus_1"
"Otu0132",21.2077770005057,-1.32187147247101,0.272272436761192,-4.85495883533158,1.20411754153344e-06,1.00844844103426e-05,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthellaceae_unclassified","0.0e+00","Control","Otu0132","D10_BBvsControl","Eggerthellaceae Eggerthellaceae_unclassified"
"Otu01334",26.1185583634652,-7.853336558544,0.665889978204282,-11.7937449362464,4.20421631562656e-32,4.2252373972047e-30,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0133","D10_BBvsControl","Veillonellaceae Dialister"
"Otu01372",11.09205837601,1.03520000068291,0.345806021426914,2.99358581557174,0.00275719958156853,0.00972275641921535,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","1.0e-02","BB","Otu0137","D10_BBvsControl","Erysipelotrichaceae Holdemanella"
"Otu01411",8.85139297291154,1.11252451765891,0.28955854572166,3.84214016162497,0.000121966149642135,0.000612879901951727,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","1.0e-03","BB","Otu0141","D10_BBvsControl","Ruminococcaceae Ruminiclostridium_9"
"Otu0148",6.54580589747731,-1.44000353880637,0.441034103514943,-3.26506165244335,0.00109440252897191,0.00468031719836924,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","5.0e-03","Control","Otu0148","D10_BBvsControl","Actinomycetaceae Actinomyces"
"Otu0160",3.74104858269318,-1.59789379504613,0.509499987874423,-3.13619986864449,0.00171152518699569,0.00649087853936101,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","6.0e-03","Control","Otu0160","D10_BBvsControl","Campylobacteraceae Campylobacter"
"Otu01622",7.25638652416929,1.11539074658063,0.398248445895432,2.80074098989327,0.00509854228336411,0.0168001147369867,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","1.7e-02","BB","Otu0162","D10_BBvsControl","Ruminococcaceae Negativibacillus"
"Otu01712",4.1505655618486,-2.91983904535184,0.570466242496921,-5.11833799765566,3.08239838941907e-07,2.69374815770971e-06,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","0.0e+00","Control","Otu0171","D10_BBvsControl","Bacteria_unclassified Bacteria_unclassified"
